location_id,sensor_id,parameter,value,unit,datetime_utc,datetime_local,latitude,longitude,ingested_at
1001,5001,pm25,29.65,µg/m³,2026-05-16T14:00:00+00:00,2026-05-16T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.507318+00:00
1001,5001,pm25,64.1,µg/m³,2026-05-16T18:00:00+00:00,2026-05-16T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.507318+00:00
1001,5001,pm25,82.39,µg/m³,2026-05-16T22:00:00+00:00,2026-05-17T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.507318+00:00
1001,5001,pm25,93.81,µg/m³,2026-05-17T02:00:00+00:00,2026-05-17T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.507318+00:00
1001,5001,pm25,36.08,µg/m³,2026-05-17T06:00:00+00:00,2026-05-17T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,137.36,µg/m³,2026-05-17T10:00:00+00:00,2026-05-17T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,84.1,µg/m³,2026-05-17T14:00:00+00:00,2026-05-17T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,104.18,µg/m³,2026-05-17T18:00:00+00:00,2026-05-17T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,55.49,µg/m³,2026-05-17T22:00:00+00:00,2026-05-18T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,66.54,µg/m³,2026-05-18T02:00:00+00:00,2026-05-18T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,113.89,µg/m³,2026-05-18T06:00:00+00:00,2026-05-18T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,59.08,µg/m³,2026-05-18T10:00:00+00:00,2026-05-18T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,76.31,µg/m³,2026-05-18T14:00:00+00:00,2026-05-18T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,71.53,µg/m³,2026-05-18T18:00:00+00:00,2026-05-18T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,61.15,µg/m³,2026-05-18T22:00:00+00:00,2026-05-19T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,172.73,µg/m³,2026-05-19T02:00:00+00:00,2026-05-19T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,5,µg/m³,2026-05-19T06:00:00+00:00,2026-05-19T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,120.82,µg/m³,2026-05-19T10:00:00+00:00,2026-05-19T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,82.75,µg/m³,2026-05-19T14:00:00+00:00,2026-05-19T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,61.4,µg/m³,2026-05-19T18:00:00+00:00,2026-05-19T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,17.7,µg/m³,2026-05-19T22:00:00+00:00,2026-05-20T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,152.33,µg/m³,2026-05-20T02:00:00+00:00,2026-05-20T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,105.24,µg/m³,2026-05-20T06:00:00+00:00,2026-05-20T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,205.96,µg/m³,2026-05-20T10:00:00+00:00,2026-05-20T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,60.92,µg/m³,2026-05-20T14:00:00+00:00,2026-05-20T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,32.51,µg/m³,2026-05-20T18:00:00+00:00,2026-05-20T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,57.63,µg/m³,2026-05-20T22:00:00+00:00,2026-05-21T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,23.37,µg/m³,2026-05-21T02:00:00+00:00,2026-05-21T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,85.88,µg/m³,2026-05-21T06:00:00+00:00,2026-05-21T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,127.96,µg/m³,2026-05-21T10:00:00+00:00,2026-05-21T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,54.97,µg/m³,2026-05-21T14:00:00+00:00,2026-05-21T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,26.37,µg/m³,2026-05-21T18:00:00+00:00,2026-05-21T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,25.32,µg/m³,2026-05-21T22:00:00+00:00,2026-05-22T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,92.55,µg/m³,2026-05-22T02:00:00+00:00,2026-05-22T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,110.5,µg/m³,2026-05-22T06:00:00+00:00,2026-05-22T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,71.26,µg/m³,2026-05-22T10:00:00+00:00,2026-05-22T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,96.94,µg/m³,2026-05-22T14:00:00+00:00,2026-05-22T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,60.73,µg/m³,2026-05-22T18:00:00+00:00,2026-05-22T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,68.77,µg/m³,2026-05-22T22:00:00+00:00,2026-05-23T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,113.51,µg/m³,2026-05-23T02:00:00+00:00,2026-05-23T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,128.83,µg/m³,2026-05-23T06:00:00+00:00,2026-05-23T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,157.88,µg/m³,2026-05-23T10:00:00+00:00,2026-05-23T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,79.78,µg/m³,2026-05-23T14:00:00+00:00,2026-05-23T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,43.63,µg/m³,2026-05-23T18:00:00+00:00,2026-05-23T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,50.81,µg/m³,2026-05-23T22:00:00+00:00,2026-05-24T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,67.07,µg/m³,2026-05-24T02:00:00+00:00,2026-05-24T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,159.5,µg/m³,2026-05-24T06:00:00+00:00,2026-05-24T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,34.32,µg/m³,2026-05-24T10:00:00+00:00,2026-05-24T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,98.4,µg/m³,2026-05-24T14:00:00+00:00,2026-05-24T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,116.56,µg/m³,2026-05-24T18:00:00+00:00,2026-05-24T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,63.62,µg/m³,2026-05-24T22:00:00+00:00,2026-05-25T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,94.64,µg/m³,2026-05-25T02:00:00+00:00,2026-05-25T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,61.64,µg/m³,2026-05-25T06:00:00+00:00,2026-05-25T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,94.39,µg/m³,2026-05-25T10:00:00+00:00,2026-05-25T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,100.11,µg/m³,2026-05-25T14:00:00+00:00,2026-05-25T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,57.32,µg/m³,2026-05-25T18:00:00+00:00,2026-05-25T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,29.94,µg/m³,2026-05-25T22:00:00+00:00,2026-05-26T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,92.12,µg/m³,2026-05-26T02:00:00+00:00,2026-05-26T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,103.12,µg/m³,2026-05-26T06:00:00+00:00,2026-05-26T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,16.38,µg/m³,2026-05-26T10:00:00+00:00,2026-05-26T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,23.68,µg/m³,2026-05-26T14:00:00+00:00,2026-05-26T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,38.05,µg/m³,2026-05-26T18:00:00+00:00,2026-05-26T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,55.92,µg/m³,2026-05-26T22:00:00+00:00,2026-05-27T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,50.61,µg/m³,2026-05-27T02:00:00+00:00,2026-05-27T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,111.32,µg/m³,2026-05-27T06:00:00+00:00,2026-05-27T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,52.39,µg/m³,2026-05-27T10:00:00+00:00,2026-05-27T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,56.46,µg/m³,2026-05-27T14:00:00+00:00,2026-05-27T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,48.07,µg/m³,2026-05-27T18:00:00+00:00,2026-05-27T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,41.61,µg/m³,2026-05-27T22:00:00+00:00,2026-05-28T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,103.96,µg/m³,2026-05-28T02:00:00+00:00,2026-05-28T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.509573+00:00
1001,5001,pm25,50.42,µg/m³,2026-05-28T06:00:00+00:00,2026-05-28T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,108.74,µg/m³,2026-05-28T10:00:00+00:00,2026-05-28T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,5,µg/m³,2026-05-28T14:00:00+00:00,2026-05-28T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,61.37,µg/m³,2026-05-28T18:00:00+00:00,2026-05-28T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,39.13,µg/m³,2026-05-28T22:00:00+00:00,2026-05-29T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,73.32,µg/m³,2026-05-29T02:00:00+00:00,2026-05-29T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,95.47,µg/m³,2026-05-29T06:00:00+00:00,2026-05-29T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,73.67,µg/m³,2026-05-29T10:00:00+00:00,2026-05-29T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,5,µg/m³,2026-05-29T14:00:00+00:00,2026-05-29T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,15.72,µg/m³,2026-05-29T18:00:00+00:00,2026-05-29T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,97.42,µg/m³,2026-05-29T22:00:00+00:00,2026-05-30T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,141.87,µg/m³,2026-05-30T02:00:00+00:00,2026-05-30T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,102.29,µg/m³,2026-05-30T06:00:00+00:00,2026-05-30T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,46.55,µg/m³,2026-05-30T10:00:00+00:00,2026-05-30T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,28.49,µg/m³,2026-05-30T14:00:00+00:00,2026-05-30T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,30.83,µg/m³,2026-05-30T18:00:00+00:00,2026-05-30T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,37.95,µg/m³,2026-05-30T22:00:00+00:00,2026-05-31T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.511593+00:00
1001,5001,pm25,95.0,µg/m³,2026-05-31T02:00:00+00:00,2026-05-31T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,88.42,µg/m³,2026-05-31T06:00:00+00:00,2026-05-31T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,137.13,µg/m³,2026-05-31T10:00:00+00:00,2026-05-31T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,122.39,µg/m³,2026-05-31T14:00:00+00:00,2026-05-31T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,43.96,µg/m³,2026-05-31T18:00:00+00:00,2026-05-31T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,71.25,µg/m³,2026-05-31T22:00:00+00:00,2026-06-01T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,119.41,µg/m³,2026-06-01T02:00:00+00:00,2026-06-01T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,108.26,µg/m³,2026-06-01T06:00:00+00:00,2026-06-01T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,171.7,µg/m³,2026-06-01T10:00:00+00:00,2026-06-01T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,119.67,µg/m³,2026-06-01T14:00:00+00:00,2026-06-01T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,46.16,µg/m³,2026-06-01T18:00:00+00:00,2026-06-01T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,17.99,µg/m³,2026-06-01T22:00:00+00:00,2026-06-02T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,33.99,µg/m³,2026-06-02T02:00:00+00:00,2026-06-02T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,67.17,µg/m³,2026-06-02T06:00:00+00:00,2026-06-02T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,207.37,µg/m³,2026-06-02T10:00:00+00:00,2026-06-02T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512162+00:00
1001,5001,pm25,133.06,µg/m³,2026-06-02T14:00:00+00:00,2026-06-02T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,40.63,µg/m³,2026-06-02T18:00:00+00:00,2026-06-02T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,35.91,µg/m³,2026-06-02T22:00:00+00:00,2026-06-03T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,72.5,µg/m³,2026-06-03T02:00:00+00:00,2026-06-03T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,88.18,µg/m³,2026-06-03T06:00:00+00:00,2026-06-03T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,95.25,µg/m³,2026-06-03T10:00:00+00:00,2026-06-03T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,137.55,µg/m³,2026-06-03T14:00:00+00:00,2026-06-03T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,8.39,µg/m³,2026-06-03T18:00:00+00:00,2026-06-03T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,32.1,µg/m³,2026-06-03T22:00:00+00:00,2026-06-04T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,140.31,µg/m³,2026-06-04T02:00:00+00:00,2026-06-04T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,14.31,µg/m³,2026-06-04T06:00:00+00:00,2026-06-04T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,99.67,µg/m³,2026-06-04T10:00:00+00:00,2026-06-04T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,86.94,µg/m³,2026-06-04T14:00:00+00:00,2026-06-04T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,45.62,µg/m³,2026-06-04T18:00:00+00:00,2026-06-04T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,52.24,µg/m³,2026-06-04T22:00:00+00:00,2026-06-05T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,97.34,µg/m³,2026-06-05T02:00:00+00:00,2026-06-05T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,106.38,µg/m³,2026-06-05T06:00:00+00:00,2026-06-05T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,122.27,µg/m³,2026-06-05T10:00:00+00:00,2026-06-05T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,24.83,µg/m³,2026-06-05T14:00:00+00:00,2026-06-05T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,67.84,µg/m³,2026-06-05T18:00:00+00:00,2026-06-05T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,61.47,µg/m³,2026-06-05T22:00:00+00:00,2026-06-06T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,126.85,µg/m³,2026-06-06T02:00:00+00:00,2026-06-06T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,160.16,µg/m³,2026-06-06T06:00:00+00:00,2026-06-06T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,94.93,µg/m³,2026-06-06T10:00:00+00:00,2026-06-06T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,92.97,µg/m³,2026-06-06T14:00:00+00:00,2026-06-06T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,96.17,µg/m³,2026-06-06T18:00:00+00:00,2026-06-06T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,46.66,µg/m³,2026-06-06T22:00:00+00:00,2026-06-07T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,98.04,µg/m³,2026-06-07T02:00:00+00:00,2026-06-07T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,151.49,µg/m³,2026-06-07T06:00:00+00:00,2026-06-07T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,88.22,µg/m³,2026-06-07T10:00:00+00:00,2026-06-07T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,72.0,µg/m³,2026-06-07T14:00:00+00:00,2026-06-07T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,53.23,µg/m³,2026-06-07T18:00:00+00:00,2026-06-07T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,66.19,µg/m³,2026-06-07T22:00:00+00:00,2026-06-08T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,75.24,µg/m³,2026-06-08T02:00:00+00:00,2026-06-08T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,169.06,µg/m³,2026-06-08T06:00:00+00:00,2026-06-08T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,71.33,µg/m³,2026-06-08T10:00:00+00:00,2026-06-08T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,47.05,µg/m³,2026-06-08T14:00:00+00:00,2026-06-08T19:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,48.34,µg/m³,2026-06-08T18:00:00+00:00,2026-06-08T23:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,68.98,µg/m³,2026-06-08T22:00:00+00:00,2026-06-09T03:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,120.35,µg/m³,2026-06-09T02:00:00+00:00,2026-06-09T07:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,30.42,µg/m³,2026-06-09T06:00:00+00:00,2026-06-09T11:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
1001,5001,pm25,5,µg/m³,2026-06-09T10:00:00+00:00,2026-06-09T15:30:00+00:00,28.6469,77.3152,2026-07-12T02:00:38.512675+00:00
